,stim_color,stimPosit,correction,respPosit,RT,congruency,nblock,hand,trial_index,postError,error_outlier,block1,block2,block3,block4,block5,block6,P,Q_ll,Q_lr,Q_rl,Q_rr,PE_ll,PE_lr,PE_rl,PE_rr
99,green,1,1,1,415.2,0,1,1,100,0,0,1,0,0,0,0,0,0.5,0.5001066132859202,0.49989338671407985,0.5,0.5,0.0,0.0,-0.5,0.5
100,red,0,1,0,366.1,0,1,0,101,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.49994669051513874,0.5000533094848613,0.5,-0.5,0.0,0.0
101,red,0,1,0,387.2,0,1,0,102,0,0,1,0,0,0,0,0,0.5000533094848613,0.5000533094848613,0.49994669051513874,0.5,0.5,0.49994669051513874,-0.49994669051513874,0.0,0.0
102,red,1,1,0,656.2,1,1,0,103,0,0,1,0,0,0,0,0,0.5,0.5001066132859202,0.49989338671407985,0.5,0.5,0.0,0.0,0.5,-0.5
103,red,0,1,0,463.1,0,1,0,104,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5000533094848613,0.49994669051513874,0.5,-0.5,0.0,0.0
104,red,0,1,0,374.2,0,1,0,105,0,0,1,0,0,0,0,0,0.5000533094848613,0.5000533094848613,0.49994669051513874,0.5,0.5,0.49994669051513874,-0.49994669051513874,0.0,0.0
105,green,1,1,1,475.1,0,1,1,106,0,0,1,0,0,0,0,0,0.5,0.5001066132859202,0.49989338671407985,0.5,0.5,0.0,0.0,-0.5,0.5
106,green,0,1,1,551.8,1,1,1,107,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.49994669051513874,0.5000533094848613,-0.5,0.5,0.0,0.0
107,green,1,1,1,366.9,0,1,1,108,0,0,1,0,0,0,0,0,0.5,0.49994669051513874,0.5000533094848613,0.5,0.5,0.0,0.0,-0.5,0.5
108,green,1,1,1,355.9,0,1,1,109,0,0,1,0,0,0,0,0,0.5000533094848613,0.5,0.5,0.49994669051513874,0.5000533094848613,0.0,0.0,-0.49994669051513874,0.49994669051513874
109,red,0,1,0,643.1,0,1,0,110,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.49989338671407985,0.5001066132859202,0.5,-0.5,0.0,0.0
110,green,1,1,1,492.0,0,1,1,111,0,0,1,0,0,0,0,0,0.5,0.5000533094848613,0.49994669051513874,0.5,0.5,0.0,0.0,-0.5,0.5
111,red,0,1,0,440.8,0,1,0,112,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.49994669051513874,0.5000533094848613,0.5,-0.5,0.0,0.0
112,green,1,1,1,462.0,0,1,1,113,0,0,1,0,0,0,0,0,0.5,0.5000533094848613,0.49994669051513874,0.5,0.5,0.0,0.0,-0.5,0.5
113,green,1,1,1,451.1,0,1,1,114,0,0,1,0,0,0,0,0,0.5000533094848613,0.5,0.5,0.49994669051513874,0.5000533094848613,0.0,0.0,-0.49994669051513874,0.49994669051513874
114,green,0,1,1,655.9,1,1,1,115,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.49989338671407985,0.5001066132859202,-0.5,0.5,0.0,0.0
115,red,1,1,0,559.0,1,1,0,116,0,0,1,0,0,0,0,0,0.5,0.49994669051513874,0.5000533094848613,0.5,0.5,0.0,0.0,0.5,-0.5
116,red,0,1,0,693.9,0,1,0,117,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5000533094848613,0.49994669051513874,0.5,-0.5,0.0,0.0
117,green,1,1,1,730.6,0,1,1,118,0,0,1,0,0,0,0,0,0.5,0.5000533094848613,0.49994669051513874,0.5,0.5,0.0,0.0,-0.5,0.5
118,red,1,1,0,535.8,1,1,0,119,0,0,1,0,0,0,0,0,0.49994669051513874,0.5,0.5,0.49994669051513874,0.5000533094848613,0.0,0.0,0.5000533094848613,-0.5000533094848613
119,red,1,1,0,470.6,1,1,0,120,0,0,1,0,0,0,0,0,0.5000000056838023,0.5,0.5,0.5000000056838023,0.4999999943161977,0.0,0.0,0.4999999943161977,-0.4999999943161977
120,red,0,1,0,435.9,0,1,0,121,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5000533151680576,0.49994668483194243,0.5,-0.5,0.0,0.0
121,green,0,1,1,576.9,1,1,1,122,0,0,1,0,0,0,0,0,0.49994669051513874,0.5000533094848613,0.49994669051513874,0.5,0.5,-0.5000533094848613,0.5000533094848613,0.0,0.0
122,green,0,1,1,565.9,1,1,1,123,0,0,1,0,0,0,0,0,0.5000000056838023,0.4999999943161977,0.5000000056838023,0.5,0.5,-0.4999999943161977,0.4999999943161977,0.0,0.0
123,green,0,1,1,516.8,1,1,1,124,0,0,1,0,0,0,0,0,0.5000533151680576,0.49994668483194243,0.5000533151680576,0.5,0.5,-0.49994668483194243,0.4999466848319424,0.0,0.0
124,green,0,1,1,417.8,1,1,1,125,0,0,1,0,0,0,0,0,0.5001066189685106,0.49989338103148945,0.5001066189685106,0.5,0.5,-0.49989338103148945,0.4998933810314894,0.0,0.0
125,red,1,1,0,616.6,1,1,0,126,0,0,1,0,0,0,0,0,0.5,0.49984008291423276,0.5001599170857672,0.5,0.5,0.0,0.0,0.5,-0.5
126,red,1,1,0,455.8,1,1,0,127,0,0,1,0,0,0,0,0,0.5000533094848613,0.5,0.5,0.5000533094848613,0.49994669051513874,0.0,0.0,0.49994669051513874,-0.49994669051513874
127,green,1,1,1,460.4,0,1,1,128,0,0,1,0,0,0,0,0,0.49989338671407985,0.5,0.5,0.5001066132859202,0.49989338671407985,0.0,0.0,-0.5001066132859202,0.5001066132859202
128,red,1,1,0,483.6,1,1,0,129,0,0,1,0,0,0,0,0,0.5000532924340603,0.5,0.5,0.5000532924340603,0.4999467075659398,0.0,0.0,0.49994670756593973,-0.4999467075659398
129,green,0,1,1,488.4,1,1,1,130,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5001065962369371,0.49989340376306296,-0.5,0.5,0.0,0.0
130,green,0,1,1,461.6,1,1,1,131,0,0,1,0,0,0,0,0,0.5000533094848613,0.49994669051513874,0.5000533094848613,0.5,0.5,-0.49994669051513874,0.49994669051513874,0.0,0.0
131,red,1,1,0,564.6,1,1,0,132,0,0,1,0,0,0,0,0,0.5,0.49989338671407985,0.5001066132859202,0.5,0.5,0.0,0.0,0.5,-0.5
132,red,1,1,0,449.3,1,1,0,133,0,0,1,0,0,0,0,0,0.5000533094848613,0.5,0.5,0.5000533094848613,0.49994669051513874,0.0,0.0,0.49994669051513874,-0.49994669051513874
133,green,0,1,1,390.5,1,1,1,134,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5001066132859202,0.49989338671407985,-0.5,0.5,0.0,0.0
134,green,0,1,1,435.6,1,1,1,135,0,0,1,0,0,0,0,0,0.5000533094848613,0.49994669051513874,0.5000533094848613,0.5,0.5,-0.49994669051513874,0.49994669051513874,0.0,0.0
135,red,1,1,0,400.4,1,1,0,136,0,0,1,0,0,0,0,0,0.5,0.49989338671407985,0.5001066132859202,0.5,0.5,0.0,0.0,0.5,-0.5
